Hectare,Shift,Date,Note Squirrel & Park Stories, Squirrel Experience or Squirrel Story, Park Experience or Census Taker Story, Dogs, Other Animals, Accidental Poems, Squirrels Acting Odd, Census Takers Recognized, Other
39B,PM,10142018,"Music nearby with tambourines, chanting, just outside southern edge of hectare.

Lots of activity in field areas — circle of chanting people with tambourines nearby, soccer game, picnicking families, and screaming children. There were none at first in the open areas, but then the children ran into the wooded area shrieking, and flushed several squirrels out.

In the wooded areas, there were tons of chipmunks and very loud blue jays.",,true,,true,,,,Birds
39B,AM,10182018,I saw a squirrel en route to location [marked] 1 on West Drive. I told him “Happy Squirrel Appreciation Week!”,true,true,,,,,,
39C,PM,10062018,"While walking here, a runnerman asked & yelled, ""Hey! What are you guys taking notes of?"" After telling him we were conducting a squirrel census of the Central Park, he said, ""Cooooooool maaaaan.""

Squirrel #1 was ""passing through""

Saw a hawk!",,true,,true,,,,
39C,PM,10202018,"two kids' parties were going on during 
this sighting session. I like to think 
they're celebrating the squirrels of Central Park
lawn games were being played on the 
grass, which may have interfered with
squirrel activity 

a purple helium balloon flew away
maybe a squirrel will be able to hitch a ride 

[beautiful drawing of this ^]",,,,,true,,,
39C,AM,10172018,"Police van parked on the path and lots of dog activity. One unleashed dog followed me around, barking.",,true,true,,,,,
39D,AM,10082018,"People running and biking on West Drive. 
Heavily wooded beyond path.
Some even fenced off.
Some downed larger limbs in fenced-off area. 
2-3 chipmunk sightings.
Non-pigeon bird activity.
Other human presence kind of startling when in woods.

Dog, ""Lucy,"" ran from her owner up to the footpath I was on, ""kissed"" my hand, and ran back to her owner.

Circled parts are so heavily wooded I did not get to in any sort of depth.

Police presence on path of West Drive. He pulled his car out of my way. LOL.

Yet another mosquito bite!",,true,true,true,,,,
39E,AM,10182018,"Lots of cyclists, and a fire truck siren blared for about three minutes.",,true,,,,,,Cyclists
39F,AM,10142018,"RUNNER STOPPED & ASKED IF I WAS DOING SQUIRREL CENSUS & THANKED ME!


         LOTS OF BIRDS",,,,,,,true,
39F,PM,10062018,"Squirrel #4 must not have heard me until it got down from the tree. But I got a great video of the climb down, I think.

Also, on my way out, saw a guy practicing nunchaku. Quietly!",true,true,,,,,,
39G,PM,10132018,"Rotten fruit here. A lot. 
4/5 chasing each other and chipmunks. 
6 end of tail stumped? Shorter
Saw a sleepy possible possum in a tree. 
Family of red-breasted Robins. 
Many chipmunks! & blue jays
lot of fast cyclists",,true,,true,,,,
39G,AM,10182018,"Large, loud equipment just outside of my hectare, at compost site. Otherwise grassy areas were calm with a few dog walkers or gardeners, and light traffic on drive with joggers and bicyclists.",,true,,,,,,Cyclists
39H,AM,10072018,Busy dog meet-up near the water.,,,true,,,,,
39I,AM,10192018,"A beleaguered parks employee was seen [unknown word] out new graven on a running path - disrupted [unknown word] by a tour group, then by runners, then by a parks dept vehicle, etc. etc. A Sisyphean task. 

Lots of geese dunking their heads under water in the Meer, but no squirrels. :0",,,,true,true,,,
39I,PM,10132018,"We saw a Sweet 15 party.

We enjoy ourself this time around. We felt safe and plenty of pretty pictures.",,true,,,,,,
40A,PM,10142018,"Guy blasting music w/ a speaker 
2 squirrels running together 
Food cart
Lots of dogs",,,,,true,,,
40A,AM,10102018,"Even though I only saw 4 squirrels (as close into the park and far from the street) I enjoyed scouting for ""commuter squirrels"" attempting to transcend societal spaces delegated to them. Unfortunately I was unable to witness the dreary early morning commute, but I was able to catch a glimpse of a baby up in a tree!",true,,,,,,,
40B,PM,10142018,"Quiet, mostly litter-free area. We saw more chipmunks and squirrels. One large hawk!",,true,,true,,,,
40B,AM,10192018,Squirrel #5 was very bold!,true,,,,,,,
40C,AM,10172018,"Squirrel-on-squirrel fighting between 1&2, and then 3&4.",true,,,,,,,
40D,PM,10132018,"LOTS OF CHIPMUNKS 
SO MUCH TRASH
WIDE VARIETY OF BEERS",,,,,true,,,
40D,PM,10202018,"I forgot a note from Oct. 19, 2018 / 23-H / PM
--> The one squirrel observed was missing most of its tail. It only had a 2-inch stub, still as fluffy as usual. 

For today, one path in 40-D seems to be where all the squirrels hang out. They were all quite skittish, very quick to climb up or run away when they notice a person nearby",true,,,,,,,
40E,AM,10142018,"I saw a chipmunk, does that count?

Squirrel #4 was being stalled by a HUGE Red-Tailed Hawk, and a few other small bird cronies.",,,,true,,,,
40E,PM,10082018,"Squirrel #2 climbed tree and went into knot and climbed down. Then crossed the drive, barely missing the bikers and off into the woods. Squirrel #3 eating nut sitting in tree – dinner!",true,,,,,,,
40F,AM,10182018,"Woman cleaning off things she foraged in the Meer. 

Very loud barking bulldogs with sticks in their mouths probably keeping squirrels away.

Many tiny sparrows fluttering around up on the rocks overlooking the Meer.",,true,true,true,,,,
40F,PM,10062018,"It was very peaceful here, a very quiet corner of the park. There were many bushes and areas of tall grass that were just teeming with little birds of many varieties.",,true,,true,,,,Birds
40G,PM,10132018,"Spoke to a dog owner about letting the dog chase the squirrels.

This time around we enjoy ourselves. We felt safe.",,true,true,,,,,
40G,AM,10072018,"Difficult spotting.
They were up in the trees.",true,,,,,,,
42C,AM,10072018,"""Have a good day, Boo Boo."" ""You too, Baby.""

In low shrubbery. So quiet!",true,true,,,,,,
40H,PM,10082018,"Family fishing, older man playing harmonica on bench next to the Meer. Large oak in bottom left of quadrant, but no nests or activity. Lots of birds chirping and eating berries.

Woodpecker! Wild raspberries.

Lots of activity on walk through North Woods to Meer.",,true,,true,,,,Birds
40H,AM,10172018,Squirrels #1 and #2 chill foraging activity,true,,,,,,,
40H,AM,10192018,"Saw a chipmunk and a big group of big group of birdwatcher. Apparently, it is bird heaven, not much for squirrels.",,true,,,,,,Birdwatchers
40I,AM,10182018,"* Sighted a hawk heading toward the North Woods 

- Spoke with a man sitting in a wheel chair in the sun on Fifth who asked what I was looking for. ""Birds?"" ""No: squirrel count"" ""Why"" ""It's information--like how many people live in NYC"" ""Oh yes!"" Then he told me of raccoons living in a tree off Fifth just inside the Park + of a ""giant"" raccoon who forages in garbage pails on 107th each night, whom he sees from his apartment.",,,,,,,,
40I,PM,10132018,"Dozens of children in playground 
geese heard: saw 3 geese 
very loud.
lots of hawks in sky. 
girl feeding pigeons. 

(1) eating berries in a tree
guy playing drum w/ dancer.",,,,true,true,,,
41A,PM,10072018,"I was so excited to see a black squirrel, and followed him jumping from tree to tree. Suddenly he turned around and stared at me, as if asking, ""Why are you following me?""",true,,,,,,,
41A,AM,10132018,"Under the 110th Street Bridge, a man and his trainer listen to smooth jazz while he lifts weights. His grunting could be scaring the squirrels. 

Do squirrels like the rain? 
     Birds don't seem to mind it.
     Neither do chipmunks.

Of course, I saw five adult squirrels on my way to 40-D.",,true,,,true,,,
41B,PM,10142018,"41-B is a quiet, forested area. There was few passerby — one guy maybe was doing drugs, and a few hikers. One couple were walking her dog. There were a few chipmunks on the ground. Generally, very isolated. I saw a black squirrel run up a tree in a gray squirrel chased it, up 25 to 30 feet. Very large chipmunk population, it turns out!",true,true,true,true,,,,
41B,AM,10102018,"There were no observable squirrels by the kid's playground. Noise and lawnmowers may account for this, but more likely the absence of oaks, almonds, and sizable trees. In the off trail area, squirrels were plentiful – and not altogether friendly.",true,true,,,,,,
41C,PM,10072018,"There are several people sitting on the rock where the block house was. It was a cool area of the park I've never been in before and I want to come back and explore.

Emerging onto West Drive, everyone biking was starting to struggle on the hill. One little boy, maybe seven years old, was whispering, ""Push it, push it,"" with every pedal, motivating himself to make it up the hill.

I saw a lot more chipmunks than squirrels here.",,true,,,,,,Bicyclists
41C,AM,10172018,Lots of construction noise. One squirrel followed me around for a bit (Squirrel # 2). Sirens and ambulances passed several times.,true,true,,,,,,
41D,AM,10142018,"Guy talking to himself, taking a leak.",,true,,,,,,
41D,PM,10142018,"A squirrel had something in his mouth, maybe an acorn, and started digging a spot in the ground, buried it, and covered it back up with dirt.",true,,,,,,,
41E,AM,10072018,"Rock climber 

sirens

Hauled butt up tree after scoring his nut while other squirrel stood upright and watched, perhaps w/ acorns. 

Argument over dogs: ""It's your responsibility, not ours!""",true,true,,,,,,
41E,AM,10182018,"When I saw the first squirrel, I said, ""Oh my god!"" It was so still.",true,,,,,,,
41E,PM,10132018,"Cyclists, runners on road

Pretty calm inside forest area

Squirrel were very indifferent.",true,true,,,,,,Cyclists
41F,AM,10192018,"A few nut-producing trees, but no signs of squirrels. (Or nests.) One just beyond my hectare! 

A man paced back and forth singing to himself.

Mallards nested (?) on the island.",true,true,,true,,,,Birds
41G,AM,10132018,"Weeping willow.

Guys fishing — father/son (teen). Start laughing at something very hard, buckled over. ""Sorry, we're not crazy."" — teen

Man screaming, ranting.",,true,,,,,,
41G,PM,10142018,"No squirrels. :(

This area was mostly water and big rocks. I did see a lot of sweet little birds, a dad teaching his daughter to fish, and a precious couple taking engagement photos!",,true,,true,,,,Birds
41H,AM,10172018,"Two bulldogs trundled up to a small gaggle 
A goose hissed. A different goose honked. 
they stood their ground. the bulldogs retreated. 
Alas, there were no squirrels in sight.",,,,,true,,,
41H,PM,10082018,"Geese and ducks sleeping under a tree next to the nature center. Lots of dog walkers, cheers and laughter from the playground, chirping birds, and some early crickets. Trees near terrace full of green pinecones.",,true,,true,,,,Birds
41I,PM,10172018,"Some kid is feeding geese but also terrified of geese, it would 
seem 

Woman to man: ""If someone could turn down the wind, 
that would be great.""

Man talking to woman w/ cane: Something ""smells like a dead body.""

Kids screaming on playground 

Apple on the ground",,,,,true,,,
